TIMESTAMP,USERNAME,ACTION_NAME,OBJ_NAME,SQL_TEXT,RETURNCODE,CLIENT_ID,OS_USERNAME,TERMINAL
2026-01-03 18:40:56,APP_USER,UPDATE,EMPLOYEES,SELECT * FROM PRODUCTS WHERE id = 24,0,192.168.1.165,user26,UNKNOWN
2025-12-30 09:27:56,APP_USER,INSERT,ORDERS,SELECT * FROM SALARY_DATA WHERE id = 8,942,192.168.1.132,user26,UNKNOWN
2026-01-06 03:43:56,DBA_JOHN,DROP,SALARY_DATA,SELECT * FROM PRODUCTS WHERE id = 95,0,192.168.1.216,user28,UNKNOWN
2026-01-11 19:42:56,SCOTT,ALTER,EMPLOYEES,SELECT * FROM SALARY_DATA WHERE id = 93,0,192.168.1.63,user50,SERVER1
2025-12-15 22:31:56,SCOTT,INSERT,DEPARTMENTS,SELECT * FROM ORDERS WHERE id = 27,0,192.168.1.50,user23,UNKNOWN
2026-01-03 19:47:56,HR,DELETE,ORDERS,SELECT * FROM PRODUCTS WHERE id = 39,0,192.168.1.68,user39,LAPTOP5
2025-12-28 21:23:56,ANALYST,ALTER,PRODUCTS,SELECT * FROM ORDERS WHERE id = 6,0,192.168.1.97,user12,SERVER1
2026-01-03 15:08:56,ADMIN,CREATE,CUSTOMERS,SELECT * FROM SALARY_DATA WHERE id = 88,0,192.168.1.213,user32,WORKSTATION1
2026-01-08 23:00:56,ADMIN,DROP,DEPARTMENTS,SELECT * FROM SALARY_DATA WHERE id = 10,0,192.168.1.135,user17,LAPTOP5
2025-12-15 13:36:56,DBA_JOHN,SELECT,CUSTOMERS,SELECT * FROM EMPLOYEES WHERE id = 20,0,192.168.1.219,user2,UNKNOWN
2025-12-15 00:51:56,SCOTT,DROP,SALARY_DATA,SELECT * FROM DEPARTMENTS WHERE id = 82,1017,192.168.1.35,user27,SERVER1
2025-12-17 12:43:56,SCOTT,SELECT,ORDERS,SELECT * FROM SALARY_DATA WHERE id = 17,0,192.168.1.254,user14,WORKSTATION1
2025-12-23 04:42:56,ADMIN,INSERT,EMPLOYEES,SELECT * FROM ORDERS WHERE id = 55,0,192.168.1.221,user15,WORKSTATION1
2026-01-06 12:54:56,ADMIN,CREATE,SALARY_DATA,SELECT * FROM CUSTOMERS WHERE id = 60,0,192.168.1.61,user17,LAPTOP5
2025-12-28 17:01:56,SCOTT,DELETE,EMPLOYEES,SELECT * FROM SALARY_DATA WHERE id = 90,0,192.168.1.173,user37,UNKNOWN
2026-01-07 09:30:56,SCOTT,SELECT,PRODUCTS,SELECT * FROM CUSTOMERS WHERE id = 25,0,192.168.1.177,user38,UNKNOWN
2025-12-20 16:41:56,DBA_JOHN,CREATE,SALARY_DATA,SELECT * FROM ORDERS WHERE id = 51,0,192.168.1.126,user40,UNKNOWN
2026-01-12 14:59:56,ADMIN,ALTER,PRODUCTS,SELECT * FROM DEPARTMENTS WHERE id = 19,0,192.168.1.175,user47,SERVER1
2026-01-10 08:33:56,APP_USER,UPDATE,CUSTOMERS,SELECT * FROM ORDERS WHERE id = 73,0,192.168.1.141,user25,UNKNOWN
2025-12-22 22:30:56,DBA_JOHN,SELECT,PRODUCTS,SELECT * FROM ORDERS WHERE id = 56,0,192.168.1.240,user29,LAPTOP5
2026-01-04 11:49:56,ADMIN,SELECT,DEPARTMENTS,SELECT * FROM PRODUCTS WHERE id = 84,0,192.168.1.25,user5,LAPTOP5
2026-01-01 20:18:56,SCOTT,UPDATE,SALARY_DATA,SELECT * FROM DEPARTMENTS WHERE id = 41,0,192.168.1.117,user5,WORKSTATION1
2026-01-08 19:12:56,HR,INSERT,EMPLOYEES,SELECT * FROM SALARY_DATA WHERE id = 2,0,192.168.1.3,user46,UNKNOWN
2026-01-06 11:51:56,DBA_JOHN,ALTER,SALARY_DATA,SELECT * FROM SALARY_DATA WHERE id = 7,0,192.168.1.100,user36,SERVER1
2025-12-17 06:11:56,SCOTT,UPDATE,CUSTOMERS,SELECT * FROM EMPLOYEES WHERE id = 3,0,192.168.1.4,user23,LAPTOP5
2025-12-30 22:42:56,DBA_JOHN,DELETE,ORDERS,SELECT * FROM DEPARTMENTS WHERE id = 11,0,192.168.1.63,user44,UNKNOWN
2026-01-01 05:14:56,ADMIN,INSERT,CUSTOMERS,SELECT * FROM ORDERS WHERE id = 39,0,192.168.1.149,user3,LAPTOP5
2026-01-09 17:11:56,SCOTT,CREATE,PRODUCTS,SELECT * FROM EMPLOYEES WHERE id = 96,0,192.168.1.201,user13,UNKNOWN
2026-01-04 13:25:56,HR,CREATE,ORDERS,SELECT * FROM SALARY_DATA WHERE id = 35,0,192.168.1.221,user7,SERVER1
2025-12-31 08:41:56,ADMIN,ALTER,EMPLOYEES,SELECT * FROM SALARY_DATA WHERE id = 39,0,192.168.1.18,user24,SERVER1
2025-12-20 00:08:56,DBA_JOHN,DELETE,EMPLOYEES,SELECT * FROM ORDERS WHERE id = 72,0,192.168.1.211,user24,WORKSTATION1
2026-01-08 23:19:56,APP_USER,ALTER,PRODUCTS,SELECT * FROM DEPARTMENTS WHERE id = 87,0,192.168.1.46,user27,SERVER1
2026-01-06 20:11:56,HR,DROP,EMPLOYEES,SELECT * FROM EMPLOYEES WHERE id = 75,0,192.168.1.66,user32,LAPTOP5
2026-01-10 21:09:56,APP_USER,INSERT,ORDERS,SELECT * FROM DEPARTMENTS WHERE id = 31,0,192.168.1.53,user48,SERVER1
2025-12-20 06:09:56,DBA_JOHN,SELECT,DEPARTMENTS,SELECT * FROM ORDERS WHERE id = 82,1017,192.168.1.7,user21,LAPTOP5
2026-01-10 02:07:56,ADMIN,ALTER,EMPLOYEES,SELECT * FROM SALARY_DATA WHERE id = 50,0,192.168.1.33,user1,LAPTOP5
2026-01-09 01:26:56,ANALYST,CREATE,SALARY_DATA,SELECT * FROM CUSTOMERS WHERE id = 67,0,192.168.1.96,user25,WORKSTATION1
2026-01-11 22:57:56,HR,ALTER,PRODUCTS,SELECT * FROM PRODUCTS WHERE id = 4,0,192.168.1.67,user45,UNKNOWN
2026-01-04 15:42:56,ADMIN,INSERT,EMPLOYEES,SELECT * FROM SALARY_DATA WHERE id = 54,0,192.168.1.131,user11,SERVER1
2025-12-26 22:51:56,HR,CREATE,ORDERS,SELECT * FROM DEPARTMENTS WHERE id = 20,1031,192.168.1.197,user10,LAPTOP5
2025-12-28 09:06:56,SCOTT,SELECT,PRODUCTS,SELECT * FROM CUSTOMERS WHERE id = 19,0,192.168.1.18,user35,WORKSTATION1
2025-12-28 17:18:56,HR,DELETE,SALARY_DATA,SELECT * FROM DEPARTMENTS WHERE id = 80,0,192.168.1.134,user41,UNKNOWN
2025-12-16 04:07:56,ANALYST,CREATE,ORDERS,SELECT * FROM EMPLOYEES WHERE id = 55,0,192.168.1.131,user50,LAPTOP5
2026-01-07 00:55:56,ANALYST,INSERT,EMPLOYEES,SELECT * FROM ORDERS WHERE id = 25,1017,192.168.1.107,user26,UNKNOWN
2025-12-22 07:27:56,DBA_JOHN,DROP,EMPLOYEES,SELECT * FROM PRODUCTS WHERE id = 72,942,192.168.1.37,user45,UNKNOWN
2026-01-12 04:34:56,APP_USER,DELETE,CUSTOMERS,SELECT * FROM EMPLOYEES WHERE id = 16,0,192.168.1.31,user26,SERVER1
2026-01-07 07:46:56,SCOTT,DROP,PRODUCTS,SELECT * FROM CUSTOMERS WHERE id = 73,0,192.168.1.104,user50,LAPTOP5
2025-12-26 16:14:56,ANALYST,DROP,ORDERS,SELECT * FROM PRODUCTS WHERE id = 71,0,192.168.1.177,user21,WORKSTATION1
2025-12-30 05:05:56,HR,DROP,CUSTOMERS,SELECT * FROM PRODUCTS WHERE id = 80,0,192.168.1.195,user19,UNKNOWN
2025-12-31 23:07:56,ANALYST,ALTER,EMPLOYEES,SELECT * FROM EMPLOYEES WHERE id = 51,0,192.168.1.105,user23,SERVER1
2025-12-22 12:47:56,HR,DROP,SALARY_DATA,SELECT * FROM EMPLOYEES WHERE id = 8,0,192.168.1.116,user8,UNKNOWN
2026-01-01 02:05:56,DBA_JOHN,ALTER,DEPARTMENTS,SELECT * FROM ORDERS WHERE id = 16,0,192.168.1.110,user7,LAPTOP5
2026-01-11 15:23:56,SCOTT,DROP,ORDERS,SELECT * FROM CUSTOMERS WHERE id = 88,0,192.168.1.163,user45,UNKNOWN
2026-01-07 20:29:56,DBA_JOHN,DELETE,ORDERS,SELECT * FROM SALARY_DATA WHERE id = 24,0,192.168.1.60,user45,WORKSTATION1
2026-01-04 03:39:56,SCOTT,INSERT,ORDERS,SELECT * FROM PRODUCTS WHERE id = 68,0,192.168.1.177,user28,UNKNOWN
2025-12-29 11:29:56,APP_USER,CREATE,SALARY_DATA,SELECT * FROM SALARY_DATA WHERE id = 66,0,192.168.1.153,user5,LAPTOP5
2025-12-26 01:05:56,SCOTT,INSERT,ORDERS,SELECT * FROM ORDERS WHERE id = 17,0,192.168.1.63,user34,SERVER1
2026-01-10 11:06:56,SCOTT,DELETE,SALARY_DATA,SELECT * FROM ORDERS WHERE id = 97,0,192.168.1.95,user29,LAPTOP5
2025-12-28 01:53:56,ADMIN,DROP,ORDERS,SELECT * FROM PRODUCTS WHERE id = 72,0,192.168.1.19,user1,UNKNOWN
2025-12-30 10:55:56,HR,DROP,DEPARTMENTS,SELECT * FROM SALARY_DATA WHERE id = 77,0,192.168.1.202,user2,WORKSTATION1
2025-12-21 07:07:56,ADMIN,UPDATE,DEPARTMENTS,SELECT * FROM SALARY_DATA WHERE id = 31,0,192.168.1.7,user35,WORKSTATION1
2025-12-24 07:22:56,APP_USER,DROP,DEPARTMENTS,SELECT * FROM CUSTOMERS WHERE id = 86,0,192.168.1.30,user16,WORKSTATION1
2025-12-22 19:42:56,ADMIN,INSERT,DEPARTMENTS,SELECT * FROM ORDERS WHERE id = 31,0,192.168.1.233,user38,LAPTOP5
2025-12-15 06:08:56,ADMIN,INSERT,PRODUCTS,SELECT * FROM DEPARTMENTS WHERE id = 98,0,192.168.1.89,user36,SERVER1
2025-12-27 05:08:56,SCOTT,ALTER,DEPARTMENTS,SELECT * FROM SALARY_DATA WHERE id = 47,0,192.168.1.49,user38,SERVER1
2026-01-11 12:01:56,HR,DROP,DEPARTMENTS,SELECT * FROM ORDERS WHERE id = 82,0,192.168.1.251,user46,UNKNOWN
2025-12-21 09:57:56,ADMIN,CREATE,ORDERS,SELECT * FROM CUSTOMERS WHERE id = 24,0,192.168.1.206,user50,LAPTOP5
2025-12-25 10:45:56,SCOTT,DELETE,ORDERS,SELECT * FROM PRODUCTS WHERE id = 81,0,192.168.1.93,user4,WORKSTATION1
2026-01-07 03:38:56,ADMIN,INSERT,ORDERS,SELECT * FROM PRODUCTS WHERE id = 74,0,192.168.1.214,user38,LAPTOP5
2026-01-10 18:23:56,HR,CREATE,PRODUCTS,SELECT * FROM DEPARTMENTS WHERE id = 87,0,192.168.1.201,user13,SERVER1
2026-01-07 07:22:56,APP_USER,CREATE,PRODUCTS,SELECT * FROM DEPARTMENTS WHERE id = 50,0,192.168.1.137,user9,LAPTOP5
2026-01-10 07:44:56,ADMIN,SELECT,DEPARTMENTS,SELECT * FROM DEPARTMENTS WHERE id = 28,0,192.168.1.99,user10,UNKNOWN
2026-01-02 22:42:56,SCOTT,DROP,CUSTOMERS,SELECT * FROM PRODUCTS WHERE id = 6,0,192.168.1.12,user23,UNKNOWN
2025-12-25 13:48:56,ANALYST,INSERT,ORDERS,SELECT * FROM DEPARTMENTS WHERE id = 72,0,192.168.1.63,user8,WORKSTATION1
2026-01-04 01:23:56,HR,UPDATE,ORDERS,SELECT * FROM PRODUCTS WHERE id = 82,0,192.168.1.247,user15,SERVER1
2026-01-03 04:24:56,DBA_JOHN,SELECT,CUSTOMERS,SELECT * FROM EMPLOYEES WHERE id = 50,0,192.168.1.183,user16,SERVER1
2025-12-28 12:38:56,ANALYST,CREATE,EMPLOYEES,SELECT * FROM EMPLOYEES WHERE id = 94,0,192.168.1.89,user20,UNKNOWN
2025-12-17 06:09:56,HR,DROP,DEPARTMENTS,SELECT * FROM DEPARTMENTS WHERE id = 65,0,192.168.1.215,user46,LAPTOP5
2026-01-11 10:37:56,SCOTT,UPDATE,SALARY_DATA,SELECT * FROM SALARY_DATA WHERE id = 90,0,192.168.1.63,user48,LAPTOP5
2026-01-12 06:27:56,ADMIN,CREATE,CUSTOMERS,SELECT * FROM CUSTOMERS WHERE id = 34,0,192.168.1.204,user26,SERVER1
2025-12-22 22:24:56,SCOTT,DELETE,EMPLOYEES,SELECT * FROM EMPLOYEES WHERE id = 92,0,192.168.1.32,user26,WORKSTATION1
2025-12-23 11:39:56,APP_USER,SELECT,SALARY_DATA,SELECT * FROM ORDERS WHERE id = 30,0,192.168.1.34,user37,UNKNOWN
2025-12-18 18:37:56,ADMIN,ALTER,ORDERS,SELECT * FROM ORDERS WHERE id = 96,0,192.168.1.91,user28,SERVER1
2026-01-02 01:58:56,ADMIN,ALTER,SALARY_DATA,SELECT * FROM DEPARTMENTS WHERE id = 95,0,192.168.1.23,user3,SERVER1
2026-01-12 01:11:56,ANALYST,DROP,PRODUCTS,SELECT * FROM CUSTOMERS WHERE id = 86,0,192.168.1.226,user45,LAPTOP5
2025-12-14 13:45:56,ANALYST,SELECT,CUSTOMERS,SELECT * FROM DEPARTMENTS WHERE id = 68,0,192.168.1.189,user8,LAPTOP5
2025-12-20 04:38:56,APP_USER,UPDATE,CUSTOMERS,SELECT * FROM ORDERS WHERE id = 74,0,192.168.1.20,user14,WORKSTATION1
2026-01-11 14:17:56,SCOTT,UPDATE,ORDERS,SELECT * FROM DEPARTMENTS WHERE id = 63,0,192.168.1.39,user34,WORKSTATION1
2025-12-20 12:26:56,ANALYST,ALTER,DEPARTMENTS,SELECT * FROM DEPARTMENTS WHERE id = 21,0,192.168.1.183,user39,LAPTOP5
2026-01-10 06:28:56,HR,ALTER,SALARY_DATA,SELECT * FROM DEPARTMENTS WHERE id = 42,1017,192.168.1.121,user26,SERVER1
2026-01-12 11:14:56,ANALYST,INSERT,ORDERS,SELECT * FROM CUSTOMERS WHERE id = 47,0,192.168.1.108,user19,LAPTOP5
2026-01-07 10:23:56,APP_USER,DELETE,DEPARTMENTS,SELECT * FROM DEPARTMENTS WHERE id = 21,942,192.168.1.41,user43,WORKSTATION1
2025-12-31 12:05:56,APP_USER,SELECT,CUSTOMERS,SELECT * FROM DEPARTMENTS WHERE id = 94,0,192.168.1.36,user5,WORKSTATION1
2025-12-23 09:31:56,APP_USER,ALTER,ORDERS,SELECT * FROM EMPLOYEES WHERE id = 98,0,192.168.1.215,user2,UNKNOWN
2026-01-03 14:11:56,APP_USER,DROP,CUSTOMERS,SELECT * FROM PRODUCTS WHERE id = 3,0,192.168.1.56,user44,UNKNOWN
2026-01-03 09:22:56,SCOTT,CREATE,EMPLOYEES,SELECT * FROM PRODUCTS WHERE id = 70,0,192.168.1.45,user39,SERVER1
2025-12-29 13:48:56,ADMIN,CREATE,EMPLOYEES,SELECT * FROM PRODUCTS WHERE id = 79,0,192.168.1.243,user21,UNKNOWN
2025-12-20 16:57:56,HR,SELECT,PRODUCTS,SELECT * FROM SALARY_DATA WHERE id = 3,0,192.168.1.98,user49,WORKSTATION1
2025-12-27 04:01:56,ANALYST,CREATE,CUSTOMERS,SELECT * FROM SALARY_DATA WHERE id = 80,0,192.168.1.103,user1,WORKSTATION1
2026-01-11 14:15:56,ADMIN,ALTER,ORDERS,SELECT * FROM EMPLOYEES WHERE id = 92,0,192.168.1.159,user24,UNKNOWN
